"","ID","X..of.Rep.","UT.Date...Time","Local.Date...Time","Countries","States","D..Sound","C..Sound","Frag"
"4108","Event 4715-2018","1","2018-11-08 01:16 UT","2018-11-07 20:16								EST","US","GA","1 no","1 no","1 no"
"535","Event 4716-2018","2","2018-11-08 01:15 UT","2018-11-07 20:15								EST","US","GA, KY","2 no","2 no","1 yes 
											
																															
												 1 no"
"624","Event 4704-2018","11","2018-11-08 01:02 UT","2018-11-07 20:02								EST","US","NY, PA","8 no","9 no","5 yes 
											
																															
												 5 no"
"724","Event 4703-2018","1","2018-11-08 00:45 UT","2018-11-07 19:45								EST","US","NH","1 no","1 no","n/a"
"824","Event 4702-2018","11","2018-11-08 00:42 UT","2018-11-07 19:31								2 time zones","US",", KY, OH, TN","8 no","9 no","1 yes 
											
																															
												 10 no"
"924","Event 4714-2018","2","2018-11-08 00:27 UT","2018-11-07 19:27								EST","US","NY, OH","2 no","2 no","2 no"
"1024","Event 4713-2018","1","2018-11-07 23:28 UT","2018-11-07 23:28								WET","PT","Santarém","1 no","1 no","1 no"
"1124","Event 4712-2018","1","2018-11-07 21:24 UT","2018-11-07 22:24								CET","NL","Noord-Holland","n/a","n/a","1 no"
"1224","Event 4701-2018","2","2018-11-07 19:47 UT","2018-11-07 20:47								CET","DE","Bayern","2 no","1 no","2 no"
"1324","Event 4700-2018","1","2018-11-07 19:40 UT","2018-11-07 19:40								GMT","GB","Northern Ireland","1 no","1 no","n/a"
"1424","Event 4699-2018","4","2018-11-07 19:21 UT","2018-11-07 20:21								CET","NL 
										
									    
																			DE","Brandenburg, Hessen, Sachsen, Zuid-Holland","2 no","3 no","2 no"
"1524","Event 4698-2018","1","2018-11-07 18:10 UT","2018-11-07 20:10								CET","DK","","n/a","n/a","1 no"
"1624","Event 4697-2018","5","2018-11-07 18:02 UT","2018-11-07 19:02								CET","IT 
										
									    
																			HR","Campania, Lazio, Primorje-Gorski Kotar County, Puglia","1 no","1 no","4 no"
"1724","Event 4696-2018","1","2018-11-07 16:50 UT","2018-11-07 17:50								CET","DE","Brandenburg","n/a","n/a","1 no"
"1824","Event 4695-2018","2","2018-11-07 11:12 UT","2018-11-07 20:12								JST","JP","<U+9999><U+5DDD><U+770C>, Hyogo Prefecture","1 no","1 no","1 yes 
											
																															
												 1 no"
"1924","Event 4693-2018","1","2018-11-07 10:51 UT","2018-11-07 05:51								EST","US","MD","n/a","n/a","n/a"
"2024","Event 4694-2018","1","2018-11-07 10:36 UT","2018-11-07 03:36								MST","US","AZ","n/a","n/a","n/a"
"2128","Event 4934-2018","1","2018-11-07 10:24 UT","2018-11-07 02:24								PST","US","OR","1 no","1 no","1 no"
"2226","Event 4734-2018","1","2018-11-07 10:05 UT","2018-11-07 03:05								MST","US","ID","n/a","n/a","1 no"
"2324","Event 4692-2018","1","2018-11-07 08:50 UT","2018-11-07 00:50								PST","US","CA","1 no","1 no","1 no"
"2424","Event 4691-2018","2","2018-11-07 07:45 UT","2018-11-07 02:45								EST","US","GA","2 no","2 no","1 yes"
"2524","Event 4690-2018","1","2018-11-07 07:28 UT","2018-11-07 02:28								EST","US","IN","1 no","1 no","n/a"
"2624","Event 4689-2018","1","2018-11-07 07:20 UT","2018-11-06 23:20								PST","CA","British Columbia","1 no","1 no","n/a"
"2724","Event 4688-2018","3","2018-11-07 06:24 UT","2018-11-06 22:24								PST","US","CA, OR","3 no","3 no","2 no"
"2824","Event 4687-2018","1","2018-11-07 06:09 UT","2018-11-06 23:09								MST","US","AZ","n/a","n/a","n/a"
"2924","Event 4686-2018","3","2018-11-07 05:38 UT","2018-11-06 22:18								2 time zones","US","AZ, NV, UT","2 no","3 no","2 no"
"3024","Event 4685-2018","1","2018-11-07 05:10 UT","2018-11-07 00:10								EST","US","NC","1 no","n/a","1 no"
"3128","Event 4684-2018","1","2018-11-07 04:55 UT","2018-11-06 23:55								EST","US","FL","1 no","1 no","n/a"
"3226","Event 4683-2018","1","2018-11-07 03:38 UT","2018-11-06 19:38								PST","US","WA","1 no","1 no","1 no"
"3324","Event 4682-2018","1","2018-11-07 03:17 UT","2018-11-06 19:17								PST","US","CA","1 no","1 no","1 no"
"3424","Event 5379-2018","1","2018-11-07 02:55 UT","2018-11-06 18:55								PST","CA","British Columbia","n/a","n/a","n/a"
"3524","Event 4681-2018","1","2018-11-07 02:51 UT","2018-11-06 21:51								EST","US","FL","n/a","1 no","1 no"
"3624","Event 4711-2018","2","2018-11-07 02:39 UT","2018-11-06 21:39								EST","US","PA, VA","2 no","2 no","1 yes 
											
																															
												 1 no"
"3724","Event 4680-2018","2","2018-11-07 02:39 UT","2018-11-06 19:09								2 time zones","US","ID, OR","1 no","1 no","2 no"
"3824","Event 5517-2018","1","2018-11-07 02:38 UT","2018-11-06 20:38								CST","US","IL","1 no","1 no","1 no"
"3924","Event 4709-2018","2","2018-11-07 02:25 UT","2018-11-06 21:25								EST","US","FL","2 no","2 no","1 yes 
											
																															
												 1 no"
"4024","Event 4733-2018","1","2018-11-07 02:00 UT","2018-11-07 02:00								GMT","GB","Scotland","n/a","n/a","n/a"
"4128","Event 4679-2018","1","2018-11-07 02:00 UT","2018-11-06 19:00								MST","US","CO","n/a","1 no","1 no"
"4226","Event 4678-2018","1","2018-11-07 01:01 UT","2018-11-07 02:01								CET","DE","Sachsen","1 no","1 no","n/a"
"4324","Event 4677-2018","1","2018-11-07 00:55 UT","2018-11-06 18:55								CST","US","MO","n/a","n/a","n/a"
"4424","Event 4732-2018","1","2018-11-07 00:30 UT","2018-11-06 18:30								CST","US","TX","1 no","1 no","1 no"
"4524","Event 4676-2018","1","2018-11-07 00:15 UT","2018-11-06 18:15								CST","US","LA","n/a","n/a","n/a"
"4624","Event 4675-2018","4","2018-11-07 00:03 UT","2018-11-06 19:03								EST","US","KY, OH","4 no","4 no","2 yes 
											
																															
												 1 no"
"4724","Event 4673-2018","6","2018-11-06 23:46 UT","2018-11-06 17:46								CST","US","LA, MS, TX","5 no","6 no","6 no"
"4824","Event 4674-2018","1","2018-11-06 22:54 UT","2018-11-06 17:54								EST","US","PA","1 no","1 no","n/a"
"4924","Event 4672-2018","2","2018-11-06 22:48 UT","2018-11-06 17:48								EST","US","GA","1 no","1 no","2 no"
"5024","Event 4671-2018","2","2018-11-06 22:47 UT","2018-11-06 23:17								2 time zones","FR 
										
									    
																			GB","England, Hauts-de-France","2 no","2 no","2 no"
"5124","Event 4670-2018","1","2018-11-06 22:18 UT","2018-11-06 17:18								EST","US","VA","1 no","1 no","n/a"
"2109","Event 4669-2018","1","2018-11-06 22:13 UT","2018-11-06 22:13								GMT","GB","England","1 yes","1 no","n/a"
"3109","Event 4668-2018","1","2018-11-06 22:10 UT","2018-11-06 23:10								CET","DE","Niedersachsen","1 no","1 no","1 no"
"4109","Event 4667-2018","1","2018-11-06 21:45 UT","2018-11-06 22:45								CET","FR","Auvergne-Rhône-Alpes","n/a","n/a","1 no"
"536","Event 4774-2018","1","2018-11-06 21:10 UT","2018-11-06 18:10								-3 time zones","BR","Bahia","1 yes","1 yes","1 no"
"625","Event 4665-2018","2","2018-11-06 19:44 UT","2018-11-06 19:44								GMT","GB","England","2 no","2 no","2 no"
"725","Event 4664-2018","7","2018-11-06 19:33 UT","2018-11-06 20:33								CET","NL","Drenthe, Gelderland, Overijssel","6 no","6 no","1 yes 
											
																															
												 4 no"
"825","Event 5007-2018","1","2018-11-06 19:20 UT","2018-11-06 19:20								GMT","GB","England","1 no","1 no","1 no"
"925","Event 4666-2018","1","2018-11-06 19:16 UT","2018-11-06 21:16								EET","GR","","1 no","1 no","1 no"
"1025","Event 5939-2018","1","2018-11-06 13:51 UT","2018-11-06 23:51								AEST","AU","Queensland","1 yes","1 no","1 no"
"1125","Event 4663-2018","21","2018-11-06 10:56 UT","2018-11-06 05:56								EST","US","IN, KY, OH","14 no","14 no","8 yes 
											
																															
												 9 no"
"1225","Event 4662-2018","1","2018-11-06 06:22 UT","2018-11-05 22:22								PST","US","CA","1 no","1 no","1 yes"
"1325","Event 4661-2018","2","2018-11-06 05:47 UT","2018-11-05 22:47								MST","US","CO, NM","2 no","2 no","2 yes"
"1425","Event 4660-2018","1","2018-11-06 04:35 UT","2018-11-06 05:35								CET","DE","Bayern","1 no","1 no","n/a"
"1525","Event 4659-2018","1","2018-11-06 04:30 UT","2018-11-05 21:30								MST","US","CO","1 no","1 no","1 no"
"1625","Event 4658-2018","3","2018-11-06 03:30 UT","2018-11-05 19:30								PST","US","CA, OR","3 no","3 no","1 yes 
											
																															
												 1 no"
"1725","Event 5025-2018","1","2018-11-06 02:14 UT","2018-11-05 21:14								CST","CU","Sancti Spiritus","1 no","1 no","n/a"
"1825","Event 4657-2018","1","2018-11-06 01:30 UT","2018-11-05 18:30								MST","US","CO","1 no","1 no","1 no"
"1925","Event 4656-2018","3","2018-11-06 00:35 UT","2018-11-06 00:55								2 time zones","DE 
										
									    
																			GB","England, Nordrhein-Westfalen","3 no","3 no","3 no"
"2025","Event 4655-2018","1","2018-11-05 22:34 UT","2018-11-05 19:34								-3 time zones","BR","Bahia","1 no","1 no","1 no"
"2129","Event 4654-2018","1","2018-11-05 22:30 UT","2018-11-05 22:30								GMT","GB","England","1 no","1 no","1 no"
"2227","Event 4653-2018","1","2018-11-05 21:20 UT","2018-11-05 22:20								CET","NL","Zeeland","1 no","1 no","n/a"
"2325","Event 4652-2018","18","2018-11-05 18:16 UT","2018-11-05 19:16								CET","NL 
										
									    
																			FR 
										
									    
																			BE","Brussels Hoofdstedelijk Gewest, Bruxelles, Drenthe, Grand Est, Hauts-de-France, Noord-Brabant, Vlaanderen, Wallonie, Zeeland, Zuid-Holland","15 no","2 yes 
											
																															
												 13 no","9 yes 
											
																															
												 6 no"
"2425","Event 4651-2018","1","2018-11-05 17:30 UT","2018-11-06 02:30								JST","","","n/a","n/a","n/a"
"2525","Event 4650-2018","1","2018-11-05 15:30 UT","2018-11-05 18:30								3 time zones","TR","Antalya","1 no","1 no","1 no"
"2625","Event 4649-2018","1","2018-11-05 10:55 UT","2018-11-05 05:55								EST","US","","1 no","1 no","1 no"
"2725","Event 4706-2018","1","2018-11-05 10:12 UT","2018-11-05 03:12								MST","US","CO","n/a","n/a","n/a"
"2825","Event 4648-2018","1","2018-11-05 09:00 UT","2018-11-05 09:00								GMT","GB","England","1 no","1 no","1 yes"
"2925","Event 4647-2018","1","2018-11-05 08:02 UT","2018-11-05 01:02								MST","US","ID","1 no","1 no","1 no"
"3025","Event 4646-2018","1","2018-11-05 07:00 UT","2018-11-04 21:00								HST","US","HI","1 no","1 no","1 yes"
"3129","Event 4645-2018","6","2018-11-05 05:00 UT","2018-11-05 00:00								EST","US 
										
									    
																			BS","FL, Freeport","6 no","4 no","3 no"
"3227","Event 4644-2018","2","2018-11-05 04:12 UT","2018-11-04 21:12								MST","US","AZ, NM","1 no","1 no","1 yes"
"3325","Event 4643-2018","1","2018-11-05 04:00 UT","2018-11-04 21:00								MST","US","AZ","1 no","1 no","n/a"
"3425","Event 4642-2018","1","2018-11-05 04:00 UT","2018-11-04 20:00								PST","US","CA","1 no","1 no","1 no"
"3525","Event 4775-2018","1","2018-11-05 02:22 UT","2018-11-05 02:22								GMT","GB","Wales","1 no","1 no","n/a"
"3625","Event 4641-2018","1","2018-11-05 02:17 UT","2018-11-04 21:17								EST","US","ME","1 no","1 no","1 yes"
"3725","Event 4607-2018","23","2018-11-05 01:53 UT","2018-11-04 18:12								PST","US","CA","22 no","21 no","8 yes 
											
																															
												 11 no"
"3825","Event 4640-2018","1","2018-11-05 01:45 UT","2018-11-04 20:45								EST","US","PA","1 no","1 no","n/a"
"3925","Event 4639-2018","1","2018-11-05 01:02 UT","2018-11-04 20:02								EST","US","MA","1 no","1 no","1 no"
"4025","Event 4638-2018","6","2018-11-05 00:50 UT","2018-11-04 19:00								CST","US","KS, MO","3 no","3 no","2 yes 
											
																															
												 3 no"
"4129","Event 4931-2018","1","2018-11-05 00:15 UT","2018-11-04 19:15								EST","US","MI","1 no","1 yes","n/a"
"4227","Event 4637-2018","1","2018-11-04 22:36 UT","2018-11-04 23:36								CET","FR","Grand Est","1 no","1 no","n/a"
"4325","Event 4636-2018","1","2018-11-04 20:47 UT","2018-11-04 21:47								CET","NL","Zuid-Holland","1 no","1 no","n/a"
"4425","Event 4635-2018","1","2018-11-04 20:38 UT","2018-11-04 21:38								CET","DE","Sachsen","1 no","1 no","1 no"
"4525","Event 4634-2018","1","2018-11-04 18:00 UT","2018-11-04 20:00								EET","GR","","1 no","1 no","1 no"
"4625","Event 5548-2018","1","2018-11-04 17:00 UT","2018-11-04 20:00								EAT","TZ","Iringa Region","n/a","1 no","n/a"
"4725","Event 4633-2018","2","2018-11-04 12:10 UT","2018-11-04 05:10								PST","US","CA","2 no","2 no","2 no"
"4825","Event 4632-2018","1","2018-11-04 11:19 UT","2018-11-04 06:19								EST","US","NC","1 no","1 no","1 yes"
"4925","Event 4631-2018","1","2018-11-04 10:42 UT","2018-11-04 05:42								CST","US","TX","1 no","1 no","1 no"
"5025","Event 4630-2018","1","2018-11-04 08:06 UT","2018-11-04 01:06								PST","US","CA","n/a","n/a","1 no"
"5125","Event 4629-2018","3","2018-11-04 08:05 UT","2018-11-04 04:05								EST","US","CT, NH, NY","1 no","3 no","3 no"
"2130","Event 4628-2018","1","2018-11-04 07:30 UT","2018-11-04 01:30								PST","US","OR","1 no","1 no","1 no"
"3130","Event 4627-2018","1","2018-11-04 06:11 UT","2018-11-04 02:11								EST","US","MA","1 no","1 no","n/a"
"4130","Event 4707-2018","1","2018-11-04 06:10 UT","2018-11-04 01:10								?","US","FL","1 no","1 no","n/a"
"537","Event 4608-2018","1","2018-11-04 05:00 UT","2018-11-04 02:00								-3 time zones","BR","Alagoas","1 no","1 no","1 no"
"626","Event 4623-2018","3","2018-11-04 04:05 UT","2018-11-04 00:45								EST","US","MA, NY","3 no","3 no","1 yes 
											
																															
												 1 no"
"726","Event 4625-2018","1","2018-11-04 04:00 UT","2018-11-04 00:00								CDT","US","TX","n/a","n/a","1 no"
"826","Event 4626-2018","1","2018-11-04 03:54 UT","2018-11-04 04:54								CET","FR","Nouvelle-Aquitaine","1 no","1 no","1 no"
"926","Event 4624-2018","1","2018-11-04 03:50 UT","2018-11-04 03:50								WET","PT","Setubal","1 no","1 no","n/a"
"1026","Event 4622-2018","4","2018-11-04 03:23 UT","2018-11-04 00:23								2 time zones","US","FL","3 no","3 no","1 yes 
											
																															
												 3 no"
"1126","Event 4621-2018","1","2018-11-04 03:00 UT","2018-11-03 22:00								CST","US","MO","1 no","1 no","1 no"
"1226","Event 4620-2018","1","2018-11-04 02:50 UT","2018-11-03 21:50								MDT","US","NM","1 no","1 no","1 yes"
"1326","Event 4619-2018","1","2018-11-04 02:40 UT","2018-11-03 23:40								EDT","US","OH","1 no","1 no","1 no"
"1426","Event 4606-2018","1","2018-11-04 02:30 UT","2018-11-03 23:30								EDT","US","SC","1 no","1 no","1 no"
"1526","Event 4605-2018","4","2018-11-04 01:41 UT","2018-11-03 21:41								2 time zones","US","MA, NH","3 no","3 no","4 no"
"1626","Event 4604-2018","10","2018-11-04 01:36 UT","2018-11-03 20:48								2 time zones","US","TX","8 no","8 no","7 yes 
											
																															
												 1 no"
"1726","Event 4603-2018","2","2018-11-04 00:52 UT","2018-11-03 20:22								CST","US","AR, MO","1 no","1 no","1 no"
"1826","Event 4602-2018","1","2018-11-04 00:34 UT","2018-11-03 20:34								EDT","US","NJ","1 no","1 no","1 no"
"1926","Event 4618-2018","1","2018-11-04 00:10 UT","2018-11-03 20:10								EST","US","SC","1 no","1 no","1 no"
"2026","Event 4601-2018","2","2018-11-04 00:08 UT","2018-11-03 19:38								2 time zones","US","IN, MO","1 no","2 no","1 yes"
"2131","Event 4600-2018","1","2018-11-03 23:22 UT","2018-11-03 19:22								EST","US","NY","1 no","1 no","1 no"
"2228","Event 4599-2018","2","2018-11-03 23:15 UT","2018-11-03 19:15								2 time zones","US","GA","1 no","1 no","1 no"
"2326","Event 4598-2018","1","2018-11-03 23:10 UT","2018-11-03 19:10								EDT","US","NC","1 no","1 no","1 no"
"2426","Event 4588-2018","8","2018-11-03 21:45 UT","2018-11-03 21:26								2 time zones","GB","England","7 no","8 no","5 yes 
											
																															
												 3 no"
"2526","Event 4587-2018","2","2018-11-03 19:10 UT","2018-11-03 20:10								CET","FR","Pays de la Loire","2 no","2 no","2 no"
"2626","Event 4596-2018","4","2018-11-03 19:07 UT","2018-11-03 19:22								2 time zones","GB 
										
									    
																			FR","England, Hauts-de-France","3 no","3 no","4 no"
"2726","Event 4597-2018","1","2018-11-03 19:04 UT","2018-11-04 04:04								JST","JP","<U+8328><U+57CE><U+770C>","1 no","1 no","1 no"
"2826","Event 4595-2018","1","2018-11-03 16:39 UT","2018-11-04 00:39								CST","CN","<U+5C71><U+4E1C><U+7701>","1 no","1 no","1 yes"
"2926","Event 4594-2018","2","2018-11-03 15:52 UT","2018-11-03 16:52								CET","DK 
										
									    
																			PL",", Pomeranian Voivodeship","1 yes											
																															
												 1 no","1 no","1 yes"
"3026","Event 4586-2018","2","2018-11-03 13:22 UT","2018-11-04 00:22								AEDT","AU","Australian Capital Territory, New South Wales","1 yes											
																															
												 1 no","2 no","1 yes"
"3131","Event 4617-2018","1","2018-11-03 08:30 UT","2018-11-03 04:30								EST","US","PA","n/a","n/a","1 no"
"3228","Event 4593-2018","1","2018-11-03 06:30 UT","2018-11-02 23:30								PST","US","WA","1 no","1 no","n/a"
"3326","Event 4616-2018","1","2018-11-03 06:00 UT","2018-11-03 00:00								MST","US","CO","1 no","1 no","1 yes"
"3426","Event 4585-2018","1","2018-11-03 04:55 UT","2018-11-02 23:55								CDT","US","MO","1 no","1 no","1 no"
"3526","Event 4584-2018","1","2018-11-03 04:54 UT","2018-11-02 23:54								CDT","US","IL","1 no","1 no","n/a"
"3626","Event 4583-2018","1","2018-11-03 04:00 UT","2018-11-02 23:00								CDT","US","OK","n/a","n/a","n/a"
"3726","Event 4582-2018","1","2018-11-03 03:37 UT","2018-11-02 19:37								?","US","MO","1 no","1 no","1 yes"
"3826","Event 4581-2018","6","2018-11-03 03:35 UT","2018-11-02 22:35								2 time zones","US","TX","4 no","4 no","4 no"
"3926","Event 4938-2018","1","2018-11-03 03:30 UT","2018-11-03 00:30								-3 time zones","BR","Pará","1 no","1 no","1 no"
"4026","Event 4580-2018","4","2018-11-03 03:21 UT","2018-11-02 22:21								2 time zones","US","TX","3 no","3 no","4 no"
"4131","Event 4579-2018","1","2018-11-03 03:00 UT","2018-11-03 04:00								CET","FR","Pays de la Loire","1 no","1 no","1 no"
"4228","Event 5516-2018","1","2018-11-03 02:33 UT","2018-11-02 21:33								CST","US","MO","1 no","1 no","n/a"
"4326","Event 4578-2018","5","2018-11-03 02:31 UT","2018-11-02 21:31								2 time zones","US","TX","2 no","2 no","4 no"
"4426","Event 4614-2018","1","2018-11-03 02:10 UT","2018-11-02 19:10								PST","US","OR","1 no","1 no","1 no"
"4526","Event 4592-2018","1","2018-11-03 01:59 UT","2018-11-02 21:59								EDT","BS","Central Eleuthera","1 no","1 no","n/a"
"4626","Event 4576-2018","1","2018-11-03 01:46 UT","2018-11-02 22:46								-3 time zones","BR","Pernambuco","1 no","1 no","1 no"
"4726","Event 4531-2018","422","2018-11-03 00:25 UT","2018-11-02 19:25								3 time zones","US",", AL, AR, CA, IL, IN, KS, KY, LA, MO, MS, OK, TN, TX","10 yes											
																															
												 255 no","7 yes 
											
																															
												 255 no","133 yes 
											
																															
												 178 no"
"4826","Event 4884-2018","1","2018-11-03 00:21 UT","2018-11-02 19:21								CST","US","KY","1 no","1 no","n/a"
"4926","Event 4575-2018","1","2018-11-03 00:20 UT","2018-11-02 19:20								CDT","US","IL","1 no","1 no","n/a"
"5026","Event 4574-2018","2","2018-11-02 23:53 UT","2018-11-03 00:53								CET","ES","Comunidad de Madrid, Melilla","n/a","n/a","1 yes"
"5126","Event 4573-2018","8","2018-11-02 23:35 UT","2018-11-03 00:35								CET","NL 
										
									    
																			FR","Île-de-France, Bourgogne Franche-Comté, Grand Est, Hauts-de-France, Noord-Brabant, Normandie","6 no","1 yes 
											
																															
												 6 no","1 yes 
											
																															
												 6 no"
"2132","Event 4883-2018","1","2018-11-02 23:07 UT","2018-11-02 18:07								CST","US","IN","1 no","1 no","n/a"
"3132","Event 4572-2018","1","2018-11-02 22:55 UT","2018-11-02 23:55								CET","BE","Vlaanderen","1 no","1 no","1 no"
"4132","Event 4577-2018","1","2018-11-02 20:25 UT","2018-11-02 20:25								GMT","GB","England","1 no","1 no","1 no"
"538","Event 4571-2018","9","2018-11-02 12:31 UT","2018-11-02 07:31								2 time zones","US","AR, MO, OK","1 yes											
																															
												 6 no","7 no","1 yes 
											
																															
												 6 no"
"627","Event 4570-2018","1","2018-11-02 07:00 UT","2018-11-02 07:00								GMT","GB","Scotland","1 no","1 no","1 no"
"727","Event 4569-2018","2","2018-11-02 06:33 UT","2018-11-01 23:33								PDT","US","CA, NV","2 no","2 no","1 no"
"827","Event 4568-2018","1","2018-11-02 06:22 UT","2018-11-02 02:22								EDT","US","WV","1 no","1 no","n/a"
"927","Event 4708-2018","1","2018-11-02 05:30 UT","2018-11-02 01:30								EST","US","WV","n/a","n/a","1 no"
"1027","Event 4567-2018","1","2018-11-02 05:05 UT","2018-11-02 00:05								CDT","US","AR","n/a","1 yes","1 no"
"1127","Event 4566-2018","3","2018-11-02 03:06 UT","2018-11-01 23:06								EDT","US","FL","2 no","2 no","2 no"
"1227","Event 4565-2018","1","2018-11-02 02:57 UT","2018-11-01 21:57								CDT","US","TX","1 no","1 no","n/a"
"1327","Event 4564-2018","1","2018-11-02 02:30 UT","2018-11-01 19:30								PDT","US","CA","1 no","1 no","1 no"
"1427","Event 4563-2018","1","2018-11-02 02:20 UT","2018-11-01 22:20								EDT","US","VA","n/a","1 yes","n/a"
"1527","Event 4560-2018","11","2018-11-02 01:51 UT","2018-11-01 20:51								CDT","US","KS, MO, OK, TX","9 no","9 no","2 yes 
											
																															
												 8 no"
"1627","Event 4562-2018","31","2018-11-02 01:39 UT","2018-11-01 20:03								3 time zones","US",", CO, KS, MO, NM, OK, TX","23 no","24 no","7 yes 
											
																															
												 17 no"
"1727","Event 4561-2018","1","2018-11-02 01:25 UT","2018-11-01 18:25								PDT","US","CA","1 no","1 no","n/a"
"1827","Event 4559-2018","6","2018-11-02 00:26 UT","2018-11-01 19:26								CDT","US","AR, MO, OK","3 no","3 no","2 yes 
											
																															
												 4 no"
"1927","Event 4558-2018","1","2018-11-02 00:07 UT","2018-11-01 20:07								EDT","US","FL","1 no","1 no","1 no"
"2027","Event 4557-2018","1","2018-11-01 23:11 UT","2018-11-01 23:11								GMT","GB","England","1 no","1 no","1 no"
"2133","Event 4556-2018","1","2018-11-01 22:18 UT","2018-11-01 23:18								CET","FR","","1 no","1 no","1 no"
"2229","Event 4555-2018","3","2018-11-01 22:02 UT","2018-11-01 22:02								GMT","GB","England","2 no","1 no","2 no"
"2327","Event 4554-2018","34","2018-11-01 20:58 UT","2018-11-01 21:58								CET","FR 
										
									    
																			ES",", Auvergne-Rhône-Alpes, Catalunya, Nouvelle-Aquitaine, Occitanie, Provence-Alpes-Côte d'Azur","26 no","1 yes 
											
																															
												 25 no","2 yes 
											
																															
												 28 no"
"2427","Event 5228-2018","1","2018-11-01 20:55 UT","2018-11-01 21:55								CET","FR","Grand Est","1 no","1 no","1 no"
"2527","Event 4553-2018","63","2018-11-01 20:12 UT","2018-11-01 20:12								GMT","IE 
										
									    
																			GB",", County Dublin, County Mayo, England, Northern Ireland, Scotland, Wales","51 no","1 yes 
											
																															
												 53 no","18 yes 
											
																															
												 30 no"
"2627","Event 4552-2018","4","2018-11-01 19:08 UT","2018-11-01 19:08								GMT","GB","England","2 no","3 no","4 no"
"2727","Event 5041-2018","1","2018-11-01 17:51 UT","2018-11-01 18:51								CET","DE","Bayern","1 yes","1 no","1 no"
"2827","Event 4551-2018","1","2018-11-01 15:55 UT","2018-11-01 16:55								CET","DE","Baden-Württemberg","1 no","1 no","1 no"
"2927","Event 4550-2018","1","2018-11-01 08:30 UT","2018-10-31 22:30								HST","US","HI","1 no","1 no","1 no"
"3027","Event 4549-2018","5","2018-11-01 07:14 UT","2018-11-01 00:14								PDT","US","CA","5 no","5 no","2 yes 
											
																															
												 2 no"
"3133","Event 4548-2018","1","2018-11-01 06:08 UT","2018-11-01 02:08								EDT","US","PA","1 no","1 no","1 yes"
"3229","Event 4547-2018","1","2018-11-01 04:50 UT","2018-11-01 00:50								EDT","US","FL","1 no","1 no","1 no"
"3327","Event 4530-2018","1","2018-11-01 04:43 UT","2018-11-01 01:43								-3 time zones","BR","Pernambuco","1 no","1 no","1 no"
"3427","Event 4546-2018","1","2018-11-01 04:30 UT","2018-10-31 23:30								CDT","US","FL","n/a","n/a","n/a"
"3527","Event 4545-2018","1","2018-11-01 01:00 UT","2018-10-31 20:00								CDT","US","MN","1 no","1 no","n/a"
"3627","Event 4544-2018","20","2018-11-01 00:32 UT","2018-10-31 19:32								2 time zones","US","IA, IL, MI, MN, WI","14 no","15 no","1 yes 
											
																															
												 15 no"
"3727","Event 4543-2018","7","2018-11-01 00:22 UT","2018-10-31 19:22								CDT","US","AL","5 no","3 yes 
											
																															
												 4 no","4 yes 
											
																															
												 3 no"
"3827","Oct","Oct","Oct","Oct","Oct","Oct","Oct","Oct","Oct"
"3927","Event 4542-2018","1","2018-10-31 23:30 UT","2018-10-31 18:30								CDT","US","IL","1 no","1 no","1 no"
"4027","Event 4541-2018","1","2018-10-31 20:30 UT","2018-10-31 15:30								CDT","US","WI","1 no","1 no","1 no"
"4133","Event 4540-2018","1","2018-10-31 17:50 UT","2018-10-31 18:50								CET","FR","Occitanie","n/a","n/a","n/a"
"4229","Event 4529-2018","7","2018-10-31 16:29 UT","2018-10-31 17:29								CET","PL 
										
									    
																			DE 
										
									    
																			AT 
										
									    
																			SK",", Bratislavský kraj, Lubusz Voivodeship, Niederösterreich, Sachsen","6 no","7 no","3 yes 
											
																															
												 4 no"
"4327","Event 4528-2018","1","2018-10-31 15:23 UT","2018-10-31 17:23								EET","EE","Saare maakond","n/a","n/a","1 no"
"4427","Event 4527-2018","1","2018-10-31 11:50 UT","2018-10-31 07:50								EDT","US","NC","1 no","1 no","1 no"
"4527","Event 4539-2018","1","2018-10-31 11:42 UT","2018-10-31 06:42								CDT","CA","Manitoba","1 no","1 no","1 no"
"4627","Event 4526-2018","1","2018-10-31 10:39 UT","2018-10-31 05:39								CDT","US","IA","n/a","n/a","1 no"
"4727","Event 4538-2018","1","2018-10-31 07:09 UT","2018-10-31 00:09								PDT","US","CA","n/a","1 no","n/a"
"4827","Event 4537-2018","1","2018-10-31 06:30 UT","2018-10-31 07:30								CET","FR","Île-de-France","1 no","1 no","n/a"
"4927","Event 4525-2018","3","2018-10-31 06:02 UT","2018-10-31 02:02								EDT","US","NJ, NY","3 no","3 no","2 no"
"5027","Event 4524-2018","2","2018-10-31 04:06 UT","2018-10-31 00:06								EDT","US","FL","2 no","2 no","2 no"
"5127","Event 4523-2018","1","2018-10-31 03:32 UT","2018-10-30 23:32								EDT","US","CT","1 no","1 no","1 no"
"5210","Event 4522-2018","2","2018-10-31 02:52 UT","2018-10-30 22:52								EDT","US","GA","2 no","2 no","2 yes"
"2134","Event 4521-2018","1","2018-10-31 02:25 UT","2018-10-30 21:25								CDT","US","TX","1 no","1 no","1 no"
"3134","Event 4536-2018","2","2018-10-31 01:45 UT","2018-10-30 21:45								EDT","US","NC, VA","2 no","2 no","2 no"
